kanji,hiragana,english,level
作用,さよう,"action, operation, effect, function",N1
佳句,かく,beautiful passage of literature,N1
使い道,つかいみち,use,N1
使命,しめい,"mission, errand, message",N1
使用人,しようにん,"employee, servant",N1
例え,たとえ,"example, even if, if, though, although",N1
侍,さむらい,"Samurai, warrior",N1
供,きょう,"offer, present, submit, serve (a meal), supply",N1
依,い,depending on,N1
依って,よって,"therefore, consequently, accordingly, because of",N1
依存,いそん,"dependence, dependent, reliance",N1
依然,いぜん,"still, as yet",N1
侮辱,ぶじょく,"insult, contempt, slight",N1
侵す,おかす,"to invade, to raid, to trespass, to violate, to intrude on",N1
侵略,しんりゃく,"aggression, invasion, raid",N1
便宜,べんぎ,"convenience, accommodation, advantage, expedience",N1
係り,かかり,"official, duty, person in charge",N1
促す,うながす,"to urge, to press, to suggest, to demand, to stimulate, to quicken, to incite, to invite (attention to)",N1
促進,そくしん,"promotion, acceleration, encouragement, facilitation, spurring on",N1
俄か,にわか,"sudden, abrupt, unexpected, improvised, offhand",N1
保つ,たもつ,"to keep, to preserve, to hold, to retain, to maintain, to support, to sustain, to last, to endure, to keep we",N1
保守,ほしゅ,"conservative, maintaining",N1
保母,ほぼ,day care worker in a kindergarten nursery school etc.,N1
保温,ほおん,"retaining warmth, keeping heat in, heat insulation",N1
保管,ほかん,"charge, custody, safekeeping, deposit, storage",N1
保育,ほいく,"nursing, nurturing, rearing, lactation, suckling",N1
保護,ほご,"care, protection, shelter, guardianship, favor, patronage",N1
保険,ほけん,"insurance, guarantee",N1
保障,ほしょう,"guarantee, security, assurance, pledge, warranty",N1
保養,ほよう,"health preservation, recuperation, recreation",N1
信任,しんにん,"trust, confidence, credence",N1
信者,しんじゃ,"believer, adherent, devotee, Christian",N1
修了,しゅうりょう,completion (of a course),N1
修士,しゅうし,Masters degree program,N1
修学,しゅうがく,learning,N1
修行,しゅうぎょう,"pursuit of knowledge, studying, learning, training, ascetic practice, discipline",N1
修飾,しゅうしょく,"ornamentation, embellishment, decoration, adornment, polish up (writing), modification (gram)",N1
俺,おれ,I (ego) (boastful first-person pronoun),N1
個,か,article counter,N1
個々,ここ,"individual, one by one",N1
個別,こべつ,particular case,N1
個性,こせい,"individuality, personality, idiosyncrasy",N1
倍率,ばいりつ,"diameter, magnification",N1
倒産,とうさん,"(corporate) bankruptcy, insolvency",N1
借り,かり,"borrowing, debt, loan",N1
倣,ほう,"imitate, follow, emulate",N1
値する,あたいする,"to be worth, to deserve, to merit",N1
値引き,ねびき,"price reduction, discount",N1
値打ち,ねうち,"value, worth, price, dignity",N1
倹約,けんやく,"thrift, economy, frugality",N1
偏,へん,"side, left radical of a character, inclining, inclining toward, biased",N1
偏る,かたよる,"to be one-sided, to incline, to be partial, to be prejudiced, to lean, to be biased",N1
偏見,へんけん,"prejudice, narrow view",N1
偖,さて,"well, now, then",N1
停滞,ていたい,"stagnation, tie-up, congestion, retention, accumulation, falling into arrears",N1
健やか,すこやか,"vigorous, healthy, sound",N1
健全,けんぜん,"health, soundness, wholesome",N1
健在,けんざい,"in good health, well",N1
側面,そくめん,"side, flank, sidelight, lateral",N1
偶に,たまに,"occasionally, once in a while",N1
偽造,ぎぞう,"forgery, falsification, fabrication, counterfeiting",N1
傍ら,かたわら,"beside(s), while, nearby",N1
傑,けつ,excellence,N1
備え付ける,そなえつける,"to provide, to furnish, to equip, to install",N1
備わる,そなわる,"to be furnished with, to be endowed with, to possess, to be among, to be one of, to be possessed of",N1
催す,もよおす,"to hold (a meeting), to give (a dinner), to feel, to show signs of, to develop symptoms of, to feel (sick",N1
傲る,おごる,to be proud,N1
傷付く,きずつく,"to be hurt, to be wounded, to get injured",N1
傾,けい,"lean, incline",N1
傾ける,かたむける,"to incline, to list, to bend, to lean, to tip, to tilt, to slant, to concentrate on, to ruin (a country), to",N1
傾斜,けいしゃ,"inclination, slant, slope, bevel, list, dip",N1
僅,きん,"a little, small quantity",N1
働,どう,"work, labor",N1
像,ぞう,"statue, image, figure, picture, portrait",N1
僕,しもべ,"manservant, servant (of God)",N1
僧,そう,"monk, priest",N1
優,やさ,"gentle, affectionate",N1
優位,ゆうい,"predominance, ascendancy, superiority",N1
優先,ゆうせん,"preference, priority",N1
優勢,ゆうせい,"superiority, superior power, predominance, preponderance",N1
優美,ゆうび,"grace, refinement, elegance",N1
優越,ゆうえつ,"supremacy, predominance, being superior to",N1
元年,がんねん,first year (of a specific reign),N1
元来,がんらい,"originally, primarily, essentially, logically, naturally",N1
元素,げんそ,chemical element,N1
元首,げんしゅ,"ruler, sovereign",N1
充実,じゅうじつ,"fullness, completion, perfection, substantiality, enrichment",N1
兆,きざし,"signs, omen, symptoms",N1
兆し,きざし,"signs, omen, symptoms",N1
先だって,せんだって,"recently, the other day",N1
先に,さきに,"before, earlier than, ahead, beyond, away, previously, recently",N1
先代,せんだい,"family predecessor, previous age, previous generation",N1
先先月,せんせんげつ,month before last,N1
先先週,せんせんしゅう,week before last,N1
先天的,せんてんてき,"a priori, inborn, innate, inherent, congenital, hereditary",N1
先着,せんちゃく,first arrival,N1
先行,せんこう,"preceding, going first",N1
光沢,こうたく,"brilliance, polish, lustre, glossy finish (of photographs)",N1
光熱費,こうねつひ,cost of fuel and light,N1
免れる,まぬかれる,"to escape from, to be rescued from, to avoid, to evade, to avert, to elude, to be exempted, to be relieved",N1
免除,めんじょ,"exemption, exoneration, discharge",N1
兎に角,とにかく,"anyhow, at any rate, anyway, somehow or other, generally speaking, in any case",N1
兎も角,ともかく,"anyhow, anyway, somehow or other, generally speaking, in any case",N1
兎角,とかく,"anyhow, anyway, somehow or other, generally speaking, in any case, this and that, many, be apt to",N1
児,こ,"child, the young of animals",N1
入手,にゅうしゅ,"obtaining, coming to hand",N1
入浴,にゅうよく,"bathe, bathing",N1
入賞,にゅうしょう,winning a prize or place (in a contest),N1
全快,ぜんかい,complete recovery of health,N1
全滅,ぜんめつ,annihilation,N1
全盛,ぜんせい,height of prosperity,N1
公,おおやけ,"official, public, formal, open, governmental",N1
公募,こうぼ,"public appeal, public contribution",N1
公団,こうだん,public corporation,N1
公演,こうえん,public performance,N1
公然,こうぜん,"open (e.g. secret), public, official",N1
公用,こうよう,"government business, public use, public expense",N1
公立,こうりつ,public (institution),N1
公認,こうにん,"official recognition, authorization, licence, accreditation",N1
公開,こうかい,presenting to the public,N1
共,きょう,"both, neither (neg), all, and, as well as, including, with, together with, plural ending",N1
共働き,ともばたらき,dual income,N1
共和,きょうわ,"republicanism, cooperation",N1
共存,きょうそん,coexistence,N1
共学,きょうがく,coeducation,N1
共感,きょうかん,"sympathy, response",N1
共産,きょうさん,communism,N1
共稼ぎ,ともかせぎ,"working together, (husband and wife) earning a living together",N1
共鳴,きょうめい,"resonance, sympathy",N1
兵器,へいき,"arms, weapons, ordinance",N1
兵士,へいし,soldier,N1
其の儘,そのまま,"without change, as it is (i.e. now)",N1
其れ,それ,"it, that",N1
其れから,それから,"and then, after that",N1
其れで,それで,"and (conj), thereupon, because of that",N1
其れでは,それでは,"in that situation, well then ...",N1
其れでも,それでも,"but (still), and yet, nevertheless, even so, notwithstanding",N1
其れに,それに,"besides, moreover",N1
其れ共,それとも,"or, or else",N1
其れ故,それゆえ,"therefore, for that reason, so",N1
其れ程,それほど,"to that degree, extent",N1
其処,そこ,"that place, there",N1
其処で,そこで,"so (conj), accordingly, now, then, thereupon",N1
其処ら,そこら,"everywhere, somewhere, approximately, that area, around there",N1
其方,そちら,"over there, the other",N1
兼ねて,かねて,simultaneously,N1
兼業,けんぎょう,"side line, second business",N1
兼用,けんよう,"multi-use, combined use, combination, serving two purposes",N1
内乱,ないらん,"civil war, insurrection, rebellion, domestic conflict",N1
内臓,ないぞう,"internal organs, intestines, viscera",N1
内訳,うちわけ,"the items, breakdown, classification",N1
内部,ないぶ,"interior, inside, internal",N1
内閣,ないかく,"cabinet, (government) ministry",N1
内陸,ないりく,inland,N1
円満,えんまん,"perfection, harmony, peace, smoothness, completeness, satisfaction, integrity",N1
円滑,えんかつ,"harmony, smoothness",N1
冊,さつ,counter for books,N1
再,さい,"re-, again, repeated",N1
再会,さいかい,"another meeting, meeting again, reunion",N1
再建,さいけん,"rebuilding, reconstruction, rehabilitation",N1
再現,さいげん,"reappearance, reproduction, return, revival",N1
再生,さいせい,"playback, regeneration, resuscitation, return to life, rebirth, reincarnation, narrow escape, reclamation, r",N1
再発,さいはつ,"return, relapse, reoccurrence",N1
冒頭,ぼうとう,"beginning, start, outset",N1
写し,うつし,"copy, duplicate, facsimile, transcript",N1
冬眠,とうみん,"hibernation, winter sleep",N1
冴える,さえる,"to be clear, to be serene, to be cold, to be skillful",N1
冷やかす,ひやかす,"to banter, to make fun of, to jeer at, to cool, to refrigerate",N1
冷淡,れいたん,"coolness, indifference",N1
冷蔵,れいぞう,"cold storage, refrigeration",N1
冷酷,れいこく,"cruelty, coldheartedness, relentless, ruthless",N1
凌ぐ,しのぐ,"to outdo, to surpass, to endure, to keep out (rain), to stave off, to tide over, to pull through, to defy, t",N1
凝らす,こごらす,"to freeze, to congeal",N1
凝る,こごる,"to congeal, to freeze",N1
几帳面,きちょうめん,"methodical, punctual, steady",N1
凡そ,およそ,"about, roughly, as a rule, approximately",N1
凡ゆる,あらゆる,"all, every",N1
処分,しょぶん,"disposal, dealing, punishment",N1
処置,しょち,treatment,N1
処罰,しょばつ,punishment,N1
凭れる,もたれる,"to lean against, to lean on, to recline on, to lie heavy (on the stomach)",N1
凶作,きょうさく,"bad harvest, poor crop",N1
出くわす,でくわす,"to happen to meet, to come across",N1
出世,しゅっせ,"promotion, successful career, eminence",N1
出入り口,でいりぐち,exit and entrance,N1
出切る,できる,"to be out of, to have no more at hand",N1
出動,しゅつどう,"sailing, marching, going out",N1
出合う,であう,"to meet by chance, to come across, to happen to encounter, to hold a rendezvous, to have a date",N1
出品,しゅっぴん,"exhibit, display",N1
出来物,できもの,"able man, tumour, growth, boil, ulcer, abcess, rash, pimple",N1
出演,しゅつえん,"performance, stage appearance",N1
出生,しゅっしょう,birth,N1
出産,しゅっさん,"(child)birth, delivery, production (of goods)",N1
出直し,でなおし,"adjustment, touch up",N1
出社,しゅっしゃ,arrival (in a country at work etc.),N1
出血,しゅっけつ,"bleeding, haemorrhage",N1
出費,しゅっぴ,"expenses, disbursements",N1
出題,しゅつだい,proposing a question,N1
出鱈目,でたらめ,"irresponsible utterance, nonsense, nonsensical, random, haphazard, unsystematic",N1
刃,は,edge (of a sword),N1
分子,ぶんし,"numerator, molecule",N1
分担,ぶんたん,"apportionment, sharing",N1
分散,ぶんさん,"dispersion, decentralization, variance (statistics)",N1
分業,ぶんぎょう,"division of labor, specialization, assembly-line production",N1
分母,ぶんぼ,denominator,N1
分裂,ぶんれつ,"split, division, break up",N1
分配,ぶんぱい,"division, sharing",N1
分離,ぶんり,"separation, detachment, segregation, isolation",N1
切っ掛け,きっかけ,"chance, start, cue, excuse, motive, impetus, occasion",N1
切ない,せつない,"painful, trying, oppressive, suffocating",N1
切り,きり,"limits, end, bounds, period, place to leave off, closing sentence, all there is, only, since",N1
切り替える,きりかえる,"to change, to exchange, to convert, to renew, to throw a switch, to replace, to switch over",N1
切れ目,きれめ,"break, pause, gap, end, rift, interruption, cut, section, notch, incision, end (of a task)",N1
